iter	Passed	Remaining
327	18992	38911
328	19045	38842
329	19104	38788
330	19157	38720
331	19197	38626
332	19256	38571
333	19320	38524
334	19374	38460
335	19420	38379
336	19471	38308
337	19522	38236
338	19579	38178
339	19627	38100
340	19681	38036
341	19736	37972
342	19799	37924
343	19845	37845
344	19900	37782
345	19972	37751
346	20018	37671
347	20071	37605
348	20120	37532
349	20169	37458
350	20221	37389
351	20275	37325
352	20346	37291
353	20400	37227
354	20452	37160
355	20513	37109
356	20573	37056
357	20619	36977
358	20668	36903
359	20714	36824
360	20756	36740
361	20824	36701
362	20875	36632
363	20931	36572
364	20994	36525
365	21053	36469
366	21096	36387
367	21150	36324
368	21206	36263
369	21272	36221
370	21332	36167
371	21405	36136
372	21458	36070
373	21522	36024
374	21581	35969
375	21632	35900
376	21691	35846
377	21760	35806
378	21822	35756
379	21878	35695
380	21932	35633
381	22005	35601
382	22062	35542
383	22125	35492
384	22175	35423
385	22232	35364
386	22293	35312
387	22359	35267
388	22416	35209
389	22473	35151
390	22537	35103
391	22592	35041
392	22647	34979
393	22693	34904
394	22755	34853
395	22800	34776
396	22850	34707
397	22900	34638
398	22960	34584
399	23014	34521
400	23073	34465
401	23129	34405
402	23179	34337
403	23234	34276
404	23283	34207
405	23343	34153
406	23392	34083
407	23442	34014
408	23490	33944
409	23540	33875
410	23588	33805
411	23636	33733
412	23685	33663
413	23729	33588
414	23791	33537
415	23861	33497
416	23915	33435
417	23959	33359
418	24006	33288
419	24057	33222
420	24113	33162
421	24165	33098
422	24221	33040
423	24275	32977
424	24325	32910
425	24384	32855
426	24434	32788
427	24489	32729
428	24530	32649
429	24589	32595
430	24640	32529
431	24712	32492
432	24767	32431
433	24824	32374
434	24875	32309
435	24929	32248
436	24981	32184
437	25027	32113
438	25080	32049
439	25125	31977
440	25178	31915
441	25240	31864
442	25293	31802
443	25340	31733
444	25388	31664
445	25444	31605
446	25505	31553
447	25561	31495
448	25605	31421
449	25656	31357
450	25715	31303
451	25767	31240
452	25820	31178
453	25873	31116
454	25924	31052
455	25981	30996
456	26029	30927
457	26084	30868
458	26130	30799
459	26185	30739
460	26236	30676
461	26285	30609
462	26329	30537
463	26376	30469
464	26435	30415
465	26482	30347
466	26533	30283
467	26584	30219
468	26642	30164
469	26702	30111
470	26760	30055
471	26804	29984
472	26851	29917
473	26904	29856
474	26954	29792
475	27006	29730
476	27060	29670
477	27137	29635
478	27192	29577
479	27244	29514
480	27299	29455
481	27353	29396
482	27408	29337
483	27458	29274
484	27506	29208
485	27560	29147
486	27627	29102
487	27701	29064
488	27767	29016
489	27817	28952
490	27872	28894
491	27930	28838
492	27982	28777
493	28036	28717
494	28095	28663
495	28155	28609
496	28206	28547
497	28258	28485
498	28309	28423
499	28363	28363
500	28417	28304
501	28467	28240
502	28517	28177
503	28562	28109
504	28609	28042
505	28663	27983
506	28717	27924
507	28772	27866
508	28822	27803
509	28871	27739
510	28931	27685
511	28980	27622
512	29039	27567
513	29094	27509
514	29148	27450
515	29201	27390
516	29264	27339
517	29322	27284
518	29384	27232
519	29434	27170
520	29483	27106
521	29537	27047
522	29590	26987
523	29646	26931
524	29701	26872
525	29765	26822
526	29816	26761
527	29879	26710
528	29932	26650
529	29981	26587
530	30038	26531
531	30095	26475
532	30143	26410
533	30193	26348
534	30251	26293
535	30311	26239
536	30363	26178
537	30423	26125
538	30476	26065
539	30521	25999
540	30583	25947
541	30640	25891
542	30700	25838
543	30751	25776
544	30812	25724
545	30871	25669
546	30920	25606
547	30975	25549
548	31024	25486
549	31078	25427
550	31136	25372
551	31194	25317
552	31245	25256
553	31294	25194
554	31344	25132
555	31397	25072
556	31455	25017
557	31509	24959
558	31558	24897
559	31607	24834
560	31660	24775
561	31714	24716
562	31768	24658
563	31830	24606
564	31880	24545
565	31947	24497
566	32000	24438
567	32058	24382
568	32101	24315
569	32163	24263
570	32225	24211
571	32282	24155
572	32362	24116
573	32412	24055
574	32462	23993
575	32512	23932
576	32568	23876
577	32614	23811
578	32665	23751
579	32712	23688
580	32767	23630
581	32820	23572
582	32866	23508
583	32919	23449
584	32968	23387
585	33025	23332
586	33072	23268
587	33123	23208
588	33178	23151
589	33228	23090
590	33283	23033
591	33327	22969
592	33388	22916
593	33437	22854
594	33498	22801
595	33546	22739
596	33591	22675
597	33637	22612
598	33699	22560
599	33753	22502
600	33816	22450
601	33870	22392
602	33928	22337
603	33988	22284
604	34052	22232
605	34112	22178
606	34174	22126
607	34236	22073
608	34291	22016
609	34346	21959
610	34403	21903
611	34458	21846
612	34503	21782
613	34556	21724
614	34612	21668
615	34673	21614
616	34727	21557
617	34783	21500
618	34833	21440
619	34898	21389
620	34958	21335
621	35026	21286
622	35081	21229
623	35129	21167
624	35184	21110
625	35237	21052
626	35288	20993
627	35336	20931
628	35385	20871
629	35446	20818
630	35492	20755
631	35568	20710
632	35617	20650
633	35669	20591
634	35729	20537
635	35781	20478
636	35826	20415
637	35887	20362
638	35939	20304
639	35991	20245
640	36046	20188
641	36096	20128
642	36158	20075
643	36217	20020
644	36272	19963
645	36323	19905
646	36377	19847
647	36435	19792
648	36488	19733
649	36549	19680
650	36604	19623
651	36666	19570
652	36713	19509
653	36767	19451
654	36820	19393
655	36879	19339
656	36935	19282
657	36995	19228
658	37041	19166
659	37095	19109
660	37185	19070
661	37262	19025
662	37327	18973
663	37390	18920
664	37451	18866
665	37525	18819
666	37587	18765
667	37629	18702
668	37698	18652
669	37759	18597
670	37808	18537
671	37854	18476
672	37905	18417
673	37968	18364
674	38015	18303
675	38068	18245
676	38114	18184
677	38160	18123
678	38222	18069
679	38272	18010
680	38335	17957
681	38377	17894
682	38454	17848
683	38506	17789
684	38574	17738
685	38634	17683
686	38693	17628
687	38752	17573
688	38802	17514
689	38853	17455
690	38918	17403
691	38978	17348
692	39035	17292
693	39097	17238
694	39178	17193
695	39250	17143
696	39331	17098
697	39397	17045
698	39445	16985
699	39498	16927
700	39546	16868
701	39609	16814
702	39665	16757
703	39719	16700
704	39770	16641
705	39825	16584
706	39867	16522
707	39923	16465
708	39971	16405
709	40016	16344
710	40071	16287
711	40136	16234
712	40182	16174
713	40267	16129
714	40323	16073
715	40387	16019
716	40444	15963
717	40502	15907
718	40555	15849
719	40610	15792
720	40663	15735
721	40714	15676
722	40771	15620
723	40827	15563
724	40885	15508
725	40944	15452
726	41003	15397
727	41058	15340
728	41112	15283
729	41172	15228
730	41224	15170
731	41267	15108
732	41326	15053
733	41383	14997
734	41438	14940
735	41487	14881
736	41538	14822
737	41589	14764
738	41652	14710
739	41724	14660
740	41787	14605
741	41841	14548
742	41897	14492
743	41948	14434
744	42002	14376
745	42071	14324
746	42154	14277
747	42208	14219
748	42274	14166
749	42342	14114
750	42395	14056
751	42457	14001
752	42515	13945
753	42577	13891
754	42633	13834
755	42696	13780
756	42746	13721
757	42793	13662
758	42849	13605
759	42918	13553
760	42978	13497
761	43033	13440
762	43084	13382
763	43133	13324
764	43187	13266
765	43249	13212
766	43308	13156
767	43396	13109
768	43486	13062
769	43550	13008
770	43610	12953
771	43666	12896
772	43724	12840
773	43782	12783
774	43837	12727
775	43887	12668
776	43943	12611
777	43997	12554
778	44054	12498
779	44111	12441
780	44165	12384
781	44218	12326
782	44296	12276
783	44347	12218
784	44403	12161
785	44452	12102
786	44505	12045
787	44567	11990
788	44621	11932
789	44704	11883
790	44788	11834
791	44852	11779
792	44922	11726
793	44973	11668
794	45032	11612
795	45101	11558
796	45153	11500
797	45219	11446
798	45267	11387
799	45328	11332
800	45382	11274
801	45441	11218
802	45495	11161
803	45564	11107
804	45627	11052
805	45690	10997
806	45744	10940
807	45811	10885
808	45859	10827
809	45906	10768
810	45956	10710
811	46009	10652
812	46060	10594
813	46114	10537
814	46166	10479
815	46214	10421
816	46259	10361
817	46316	10305
818	46363	10246
819	46414	10188
820	46480	10134
821	46534	10076
822	46589	10019
823	46639	9961
824	46687	9903
825	46740	9846
826	46786	9787
827	46842	9730
828	46889	9672
829	46939	9614
830	46998	9557
831	47061	9502
832	47108	9444
833	47163	9387
834	47217	9330
835	47274	9273
836	47335	9218
837	47393	9162
838	47448	9105
839	47504	9048
840	47560	8991
841	47611	8934
842	47659	8876
843	47716	8819
844	47775	8763
845	47837	8707
846	47890	8650
847	47948	8594
848	48000	8537
849	48054	8480
850	48109	8423
851	48159	8365
852	48214	8308
853	48272	8252
854	48322	8195
855	48378	8138
856	48428	8080
857	48484	8024
858	48535	7966
859	48583	7909
860	48630	7850
861	48693	7795
862	48766	7741
863	48826	7685
864	48882	7628
865	48936	7572
866	48995	7516
867	49041	7457
868	49091	7400
869	49138	7342
870	49204	7287
871	49259	7230
872	49309	7173
873	49362	7116
874	49409	7058
875	49469	7002
876	49540	6948
877	49589	6890
878	49649	6834
879	49706	6778
880	49759	6721
881	49816	6664
882	49863	6607
883	49916	6550
884	49965	6492
885	50029	6437
886	50084	6380
887	50138	6323
888	50219	6270
889	50275	6213
890	50326	6156
891	50376	6099
892	50440	6043
893	50490	5986
894	50534	5928
895	50590	5872
896	50653	5816
897	50702	5759
898	50772	5704
899	50820	5646
900	50881	5590
901	50939	5534
902	50998	5478
903	51069	5423
904	51129	5367
905	51195	5311
906	51256	5255
907	51315	5199
908	51370	5142
909	51436	5087
910	51493	5030
911	51554	4974
912	51644	4921
913	51725	4866
914	51782	4810
915	51838	4753
916	51898	4697
917	51956	4640
918	52003	4583
919	52060	4527
920	52115	4470
921	52178	4414
922	52237	4357
923	52292	4301
924	52346	4244
925	52413	4188
926	52466	4131
927	52535	4075
928	52634	4022
929	52691	3966
930	52760	3910
931	52825	3854
932	52895	3798
933	52954	3741
934	53000	3684
935	53060	3628
936	53115	3571
937	53172	3514
938	53232	3458
939	53308	3402
940	53364	3345
941	53429	3289
942	53502	3233
943	53581	3178
944	53661	3123
945	53723	3066
946	53776	3009
947	53825	2952
948	53896	2896
949	53952	2839
950	54011	2782
951	54089	2727
952	54149	2670
953	54203	2613
954	54248	2556
955	54314	2499
956	54385	2443
957	54431	2386
958	54479	2329
959	54540	2272
960	54595	2215
961	54647	2158
962	54695	2101
963	54741	2044
964	54789	1987
965	54850	1930
966	54898	1873
967	54955	1816
968	55005	1759
969	55051	1702
970	55106	1645
971	55179	1589
972	55253	1533
973	55314	1476
974	55360	1419
975	55415	1362
976	55467	1305
977	55523	1248
978	55572	1192
979	55627	1135
980	55680	1078
981	55734	1021
982	55781	964
983	55835	907
984	55895	851
985	55942	794
986	55997	737
987	56048	680
988	56099	623
989	56148	567
990	56197	510
991	56254	453
992	56308	396
993	56358	340
994	56415	283
995	56475	226
996	56533	170
997	56592	113
998	56652	56
999	56703	0
