iter	Passed	Remaining
148	9233	52733
149	9286	52623
150	9341	52521
151	9404	52467
152	9454	52341
153	9515	52272
154	9579	52221
155	9643	52175
156	9716	52174
157	9775	52094
158	9837	52035
159	9906	52008
160	9975	51983
161	10040	51937
162	10102	51874
163	10157	51776
164	10224	51743
165	10308	51791
166	10369	51722
167	10428	51647
168	10468	51474
169	10533	51430
170	10607	51423
171	10689	51458
172	10760	51439
173	10831	51419
174	10923	51496
175	10988	51447
176	11056	51407
177	11118	51343
178	11198	51360
179	11265	51322
180	11339	51311
181	11421	51335
182	11497	51332
183	11559	51264
184	11619	51186
185	11685	51139
186	11750	51085
187	11814	51026
188	11878	50970
189	11932	50868
190	12006	50855
191	12061	50757
192	12121	50686
193	12180	50606
194	12241	50534
195	12307	50487
196	12369	50418
197	12429	50345
198	12483	50248
199	12534	50138
200	12598	50082
201	12659	50009
202	12719	49939
203	12782	49876
204	12846	49818
205	12929	49836
206	12985	49745
207	13049	49687
208	13110	49618
209	13174	49560
210	13254	49561
211	13320	49511
212	13389	49472
213	13450	49402
214	13525	49383
215	13600	49365
216	13676	49347
217	13732	49261
218	13787	49169
219	13846	49092
220	13914	49048
221	13980	48994
222	14043	48930
223	14098	48841
224	14161	48777
225	14219	48699
226	14276	48615
227	14347	48579
228	14431	48589
229	14502	48550
230	14564	48484
231	14628	48425
232	14692	48364
233	14757	48309
234	14811	48216
235	14865	48122
236	14919	48031
237	14972	47937
238	15035	47873
239	15088	47780
240	15151	47718
241	15213	47651
242	15287	47624
243	15349	47557
244	15403	47469
245	15457	47377
246	15528	47338
247	15589	47270
248	15651	47205
249	15703	47110
250	15773	47070
251	15835	47003
252	15895	46933
253	15954	46857
254	16006	46763
255	16070	46704
256	16133	46643
257	16190	46562
258	16248	46488
259	16319	46448
260	16386	46395
261	16439	46306
262	16501	46243
263	16568	46190
264	16630	46126
265	16699	46081
266	16765	46027
267	16814	45925
268	16870	45845
269	16928	45770
270	16988	45699
271	17044	45618
272	17106	45553
273	17162	45474
274	17209	45370
275	17276	45319
276	17338	45255
277	17408	45210
278	17461	45125
279	17518	45048
280	17593	45017
281	17642	44918
282	17706	44861
283	17768	44795
284	17822	44712
285	17887	44656
286	17963	44628
287	18030	44574
288	18109	44552
289	18182	44516
290	18239	44438
291	18291	44350
292	18344	44263
293	18400	44187
294	18448	44089
295	18510	44025
296	18573	43963
297	18628	43882
298	18694	43829
299	18764	43782
300	18826	43720
301	18878	43632
302	18933	43554
303	18990	43477
304	19044	43395
305	19107	43335
306	19179	43293
307	19233	43212
308	19303	43166
309	19363	43099
310	19424	43033
311	19484	42965
312	19543	42894
313	19602	42825
314	19655	42742
315	19723	42692
316	19782	42622
317	19844	42559
318	19903	42489
319	19962	42420
320	20010	42328
321	20063	42245
322	20120	42171
323	20179	42102
324	20230	42016
325	20288	41945
326	20348	41879
327	20408	41811
328	20460	41729
329	20521	41664
330	20585	41607
331	20646	41540
332	20710	41482
333	20769	41413
334	20826	41342
335	20882	41266
336	20936	41190
337	20995	41121
338	21055	41054
339	21102	40963
340	21163	40899
341	21218	40824
342	21270	40742
343	21323	40664
344	21374	40581
345	21428	40504
346	21486	40434
347	21547	40370
348	21600	40292
349	21664	40234
350	21726	40172
351	21785	40104
352	21842	40033
353	21897	39960
354	21958	39896
355	22019	39832
356	22075	39760
357	22135	39695
358	22189	39619
359	22244	39546
360	22311	39493
361	22359	39406
362	22413	39332
363	22465	39252
364	22516	39172
365	22579	39113
366	22640	39050
367	22698	38982
368	22754	38911
369	22809	38837
370	22874	38781
371	22934	38717
372	22992	38648
373	23063	38603
374	23119	38532
375	23183	38474
376	23239	38404
377	23294	38330
378	23354	38266
379	23415	38204
380	23479	38145
381	23544	38090
382	23606	38028
383	23673	37975
384	23742	37926
385	23806	37868
386	23871	37811
387	23937	37757
388	23987	37677
389	24047	37613
390	24109	37551
391	24171	37489
392	24230	37425
393	24293	37365
394	24355	37303
395	24409	37231
396	24472	37170
397	24531	37105
398	24586	37034
399	24645	36968
400	24707	36907
401	24773	36851
402	24831	36784
403	24885	36712
404	24953	36659
405	25004	36583
406	25064	36518
407	25129	36462
408	25183	36389
409	25242	36325
410	25308	36270
411	25367	36203
412	25428	36141
413	25491	36082
414	25557	36027
415	25624	35972
416	25686	35911
417	25754	35859
418	25806	35783
419	25868	35723
420	25939	35674
421	26008	35622
422	26078	35573
423	26144	35517
424	26206	35456
425	26278	35407
426	26341	35347
427	26409	35295
428	26467	35228
429	26518	35152
430	26578	35088
431	26639	35026
432	26704	34969
433	26758	34897
434	26820	34835
435	26873	34762
436	26935	34701
437	26998	34641
438	27057	34576
439	27118	34514
440	27190	34466
441	27257	34411
442	27317	34346
443	27377	34283
444	27432	34213
445	27492	34150
446	27544	34075
447	27595	34001
448	27661	33945
449	27722	33882
450	27786	33824
451	27851	33767
452	27911	33703
453	27973	33642
454	28032	33577
455	28093	33515
456	28144	33441
457	28204	33377
458	28272	33322
459	28335	33263
460	28395	33200
461	28450	33130
462	28504	33060
463	28566	32999
464	28626	32935
465	28687	32873
466	28736	32797
467	28784	32720
468	28845	32658
469	28922	32614
470	29002	32573
471	29062	32511
472	29116	32440
473	29167	32366
474	29224	32300
475	29284	32237
476	29337	32167
477	29397	32103
478	29461	32045
479	29516	31976
480	29570	31906
481	29619	31831
482	29667	31755
483	29715	31680
484	29766	31607
485	29812	31530
486	29863	31458
487	29916	31387
488	29973	31321
489	30023	31248
490	30076	31178
491	30131	31111
492	30184	31041
493	30248	30983
494	30296	30908
495	30350	30840
496	30407	30774
497	30460	30705
498	30509	30632
499	30559	30559
500	30618	30496
501	30694	30449
502	30748	30381
503	30793	30304
504	30844	30233
505	30905	30172
506	30955	30100
507	30999	30023
508	31052	29954
509	31109	29889
510	31178	29836
511	31235	29771
512	31293	29707
513	31351	29643
514	31416	29586
515	31473	29521
516	31533	29459
517	31591	29395
518	31646	29329
519	31701	29262
520	31760	29200
521	31819	29137
522	31875	29071
523	31934	29009
524	31995	28948
525	32057	28887
526	32103	28814
527	32157	28746
528	32204	28673
529	32254	28602
530	32308	28536
531	32359	28466
532	32419	28404
533	32471	28336
534	32522	28267
535	32576	28200
536	32633	28136
537	32689	28071
538	32745	28006
539	32796	27937
540	32850	27871
541	32892	27794
542	32947	27729
543	33005	27666
544	33067	27607
545	33123	27542
546	33185	27482
547	33228	27407
548	33286	27344
549	33337	27276
550	33398	27215
551	33452	27149
552	33515	27091
553	33560	27018
554	33616	26953
555	33685	26899
556	33739	26833
557	33788	26764
558	33843	26699
559	33899	26635
560	33959	26574
561	34019	26513
562	34077	26451
563	34129	26383
564	34181	26316
565	34237	26253
566	34287	26184
567	34344	26121
568	34389	26048
569	34450	25989
570	34499	25920
571	34551	25853
572	34606	25788
573	34656	25720
574	34710	25655
575	34774	25597
576	34835	25538
577	34885	25470
578	34941	25406
579	34994	25341
580	35067	25289
581	35115	25220
582	35167	25154
583	35210	25081
584	35268	25019
585	35340	24967
586	35402	24908
587	35461	24847
588	35515	24782
589	35568	24717
590	35651	24672
591	35705	24607
592	35762	24544
593	35824	24485
594	35872	24417
595	35924	24351
596	35981	24288
597	36039	24226
598	36094	24163
599	36153	24102
600	36204	24036
601	36267	23977
602	36323	23914
603	36368	23844
604	36427	23782
605	36487	23722
606	36540	23658
607	36596	23594
608	36656	23534
609	36714	23473
610	36767	23408
611	36835	23353
612	36895	23293
613	36942	23224
614	37002	23164
615	37070	23108
616	37117	23040
617	37169	22975
618	37226	22912
619	37286	22852
620	37334	22785
621	37394	22725
622	37450	22662
623	37500	22596
624	37572	22543
625	37645	22491
626	37704	22430
627	37766	22371
628	37839	22318
629	37905	22262
630	37987	22214
631	38053	22157
632	38136	22110
633	38217	22062
634	38286	22007
635	38360	21954
636	38427	21898
637	38500	21844
638	38568	21789
639	38630	21729
640	38689	21668
641	38730	21597
642	38784	21533
643	38831	21466
644	38880	21399
645	38932	21334
646	38989	21272
647	39037	21205
648	39093	21143
649	39156	21084
650	39215	21023
651	39266	20958
652	39317	20892
653	39366	20827
654	39410	20758
655	39511	20719
656	39571	20659
657	39628	20597
658	39684	20534
659	39747	20475
660	39785	20404
661	39835	20339
662	39882	20271
663	39935	20208
664	39986	20143
665	40058	20089
666	40166	20052
667	40257	20007
668	40318	19948
669	40380	19888
670	40433	19825
671	40484	19760
672	40543	19699
673	40617	19645
674	40717	19604
675	40800	19555
676	40865	19497
677	40921	19434
678	41002	19383
679	41069	19327
680	41147	19274
681	41218	19219
682	41280	19159
683	41329	19093
684	41407	19041
685	41501	18996
686	41600	18953
687	41668	18896
688	41722	18832
689	41783	18772
690	41845	18712
691	41898	18648
692	41984	18599
693	42063	18546
694	42137	18492
695	42261	18458
696	42379	18423
697	42434	18359
698	42522	18310
699	42635	18272
700	42786	18249
701	42912	18216
702	43034	18181
703	43090	18117
704	43140	18051
705	43199	17989
706	43255	17926
707	43312	17863
708	43375	17803
709	43428	17738
710	43491	17678
711	43551	17616
712	43612	17555
713	43706	17506
714	43787	17453
715	43858	17396
716	44007	17369
717	44113	17326
718	44161	17259
719	44233	17202
720	44293	17139
721	44359	17080
722	44423	17019
723	44503	16965
724	44597	16916
725	44657	16854
726	44733	16798
727	44808	16741
728	44875	16682
729	44937	16620
730	45017	16566
731	45071	16501
732	45155	16448
733	45227	16390
734	45306	16335
735	45393	16282
736	45448	16218
737	45520	16160
738	45580	16098
739	45655	16041
740	45733	15985
741	45789	15921
742	45842	15856
743	45902	15794
744	45979	15738
745	46047	15678
746	46120	15620
747	46197	15563
748	46258	15501
749	46357	15452
750	46417	15390
751	46485	15330
752	46575	15277
753	46648	15219
754	46705	15156
755	46766	15094
756	46836	15034
757	46925	14981
758	46990	14920
759	47052	14858
760	47141	14805
761	47211	14745
762	47279	14685
763	47334	14621
764	47421	14567
765	47504	14511
766	47570	14451
767	47643	14392
768	47718	14334
769	47780	14272
770	47855	14213
771	47923	14153
772	48011	14099
773	48070	14036
774	48133	13974
775	48205	13915
776	48265	13852
777	48320	13788
778	48392	13728
779	48467	13670
780	48523	13606
781	48578	13542
782	48638	13479
783	48704	13418
784	48765	13356
785	48833	13295
786	48903	13235
787	48961	13172
788	49021	13109
789	49072	13044
790	49128	12980
791	49183	12916
792	49237	12852
793	49312	12793
794	49371	12730
795	49436	12669
796	49500	12608
797	49551	12542
798	49616	12481
799	49687	12421
800	49750	12360
801	49810	12297
802	49865	12233
803	49929	12171
804	50003	12112
805	50082	12054
806	50139	11991
807	50199	11928
808	50252	11864
809	50335	11807
810	50427	11751
811	50537	11700
812	50598	11638
813	50656	11575
814	50721	11513
815	50839	11463
816	50950	11412
817	51011	11349
818	51099	11293
819	51192	11237
820	51301	11185
821	51387	11127
822	51474	11070
823	51578	11016
824	51689	10964
825	51789	10909
826	51874	10851
827	51961	10793
828	52052	10737
829	52154	10682
830	52220	10619
831	52277	10556
832	52336	10492
833	52411	10431
834	52481	10370
835	52540	10306
836	52606	10244
837	52670	10182
838	52738	10120
839	52809	10058
840	52867	9995
841	52937	9933
842	53025	9875
843	53126	9819
844	53219	9762
845	53293	9701
846	53377	9641
847	53463	9583
848	53555	9525
849	53651	9467
850	53756	9412
851	53837	9352
852	53922	9292
853	54004	9232
854	54066	9169
855	54134	9106
856	54187	9041
857	54257	8979
858	54324	8917
859	54397	8855
860	54488	8796
861	54549	8732
862	54613	8669
863	54682	8607
864	54753	8545
865	54824	8483
866	54903	8422
867	54978	8360
868	55049	8298
869	55125	8237
870	55201	8175
871	55273	8113
872	55334	8049
873	55390	7985
874	55454	7922
875	55518	7858
876	55586	7796
877	55657	7733
878	55732	7671
879	55798	7608
880	55863	7545
881	55934	7483
882	56000	7420
883	56068	7357
884	56136	7294
885	56198	7230
886	56272	7168
887	56375	7110
888	56451	7048
889	56522	6985
890	56586	6922
891	56654	6859
892	56720	6796
893	56778	6732
894	56835	6667
895	56903	6604
896	56961	6540
897	57018	6476
898	57080	6412
899	57134	6348
900	57203	6285
901	57254	6220
902	57311	6156
903	57364	6091
904	57421	6027
905	57468	5962
906	57527	5898
907	57596	5835
908	57659	5772
909	57722	5708
910	57784	5645
911	57844	5581
912	57896	5516
913	57955	5453
914	58017	5389
915	58082	5326
916	58138	5262
917	58212	5199
918	58271	5135
919	58327	5071
920	58392	5008
921	58466	4946
922	58533	4883
923	58605	4820
924	58663	4756
925	58726	4693
926	58787	4629
927	58849	4565
928	58910	4502
929	58974	4438
930	59026	4374
931	59079	4310
932	59144	4247
933	59198	4183
934	59275	4120
935	59369	4059
936	59459	3997
937	59523	3934
938	59593	3871
939	59650	3807
940	59715	3744
941	59786	3681
942	59859	3618
943	59913	3554
944	59981	3490
945	60037	3427
946	60101	3363
947	60156	3299
948	60220	3236
949	60277	3172
950	60339	3108
951	60405	3045
952	60486	2983
953	60552	2919
954	60616	2856
955	60678	2792
956	60733	2728
957	60795	2665
958	60858	2601
959	60959	2539
960	61049	2477
961	61105	2413
962	61161	2349
963	61213	2285
964	61278	2222
965	61356	2159
966	61419	2096
967	61483	2032
968	61550	1969
969	61611	1905
970	61675	1842
971	61736	1778
972	61810	1715
973	61877	1651
974	61946	1588
975	62005	1524
976	62056	1460
977	62119	1397
978	62168	1333
979	62228	1269
980	62290	1206
981	62345	1142
982	62406	1079
983	62469	1015
984	62538	952
985	62609	888
986	62671	825
987	62727	761
988	62789	698
989	62844	634
990	62914	571
991	62993	508
992	63052	444
993	63102	380
994	63161	317
995	63216	253
996	63270	190
997	63335	126
998	63411	63
999	63487	0
