iter	Logloss
0	0.6590763012
5	0.520073119
10	0.430435988
15	0.3703767285
20	0.330392406
25	0.303378427
30	0.2844074548
35	0.2707447202
40	0.2608385841
45	0.2534923977
50	0.2474748964
55	0.2432724926
60	0.2400581728
65	0.2373137255
70	0.2351779207
75	0.2336059782
80	0.2318429067
85	0.2304790169
90	0.2293649133
95	0.2285892858
100	0.2279836645
105	0.2272999017
110	0.2267668658
115	0.2263228784
120	0.2258508552
125	0.2255570825
130	0.2250463216
135	0.2246505964
140	0.2243521383
145	0.2240721146
150	0.2237811326
155	0.2233769071
160	0.2230336944
165	0.2227180821
170	0.2226171025
175	0.222443307
180	0.2222441899
185	0.2220356507
190	0.221721805
195	0.2214806472
200	0.2213259774
205	0.2211365895
210	0.2208282741
215	0.2206022479
220	0.2203793196
225	0.2202674074
230	0.2200855213
235	0.2199524864
240	0.2198274653
245	0.2195933995
250	0.2193888545
255	0.2191643388
260	0.2190081841
265	0.2188291655
270	0.2186970523
275	0.2185204917
280	0.2181932298
285	0.2179864061
290	0.2178613338
295	0.2177363895
300	0.2176772458
305	0.2175528647
310	0.2173984254
315	0.2171911664
320	0.2170575426
325	0.2169392808
330	0.2167335323
335	0.216577352
340	0.2163949794
345	0.2162330127
350	0.215946537
355	0.2157008985
360	0.2155258997
365	0.2153865664
370	0.2152395264
375	0.2151710375
380	0.2148889655
385	0.2148139989
390	0.214665986
395	0.2145559173
400	0.2144069315
405	0.2142127045
410	0.214051762
415	0.2138775953
420	0.2137267148
425	0.2135771785
430	0.2134162103
435	0.2133470173
440	0.2132401106
445	0.2130639596
450	0.2130183344
455	0.2129476052
460	0.2128254645
465	0.2126986896
470	0.2125638624
475	0.2124607322
480	0.2123760363
485	0.2122532939
490	0.2121457599
495	0.212015823
500	0.2118562886
505	0.2117589831
510	0.2116815586
515	0.2115579841
520	0.2115072383
525	0.2114516534
530	0.2114251284
535	0.2113694027
540	0.2112671942
545	0.2110983914
550	0.2110629051
555	0.2109537197
560	0.210868691
565	0.2107643958
570	0.2105672885
575	0.2105334921
580	0.2103840711
585	0.2103389068
590	0.2102548638
595	0.2101494549
600	0.2100393093
605	0.2098475659
610	0.2097626268
615	0.2095535244
620	0.2094263526
625	0.2093184345
630	0.2091327719
635	0.2090376299
640	0.2089827364
645	0.2088577025
650	0.2087731347
655	0.2087027255
660	0.2085900708
665	0.2085678343
670	0.2085073976
675	0.20839706
680	0.2083547889
685	0.2082527084
690	0.2082041261
695	0.2081346258
700	0.2080607346
705	0.2079880723
710	0.2078645746
715	0.2077955864
720	0.2077547747
725	0.2077265214
730	0.2075935377
735	0.2075622376
740	0.2074933006
745	0.2074364612
750	0.2073709679
755	0.2072447946
760	0.2072074394
765	0.2071324728
770	0.2070353849
775	0.2070009613
780	0.2069658719
785	0.2068988295
790	0.2068269482
795	0.2067757799
800	0.2067131541
805	0.206592268
810	0.2065006592
815	0.2064385071
820	0.2063810788
825	0.2063210646
830	0.20625456
835	0.2062346534
840	0.2061788893
845	0.206083056
850	0.2060346145
855	0.2059768149
860	0.2059246481
865	0.2058659525
870	0.2057944808
875	0.205728501
880	0.2056431267
885	0.2056251787
890	0.2055657662
895	0.2055234823
900	0.2054547245
905	0.2054148345
910	0.2053324558
915	0.2052040934
920	0.2051379216
925	0.2051256192
930	0.2050514591
935	0.205020031
940	0.2050113259
945	0.2049520286
950	0.2049140332
955	0.2048763579
960	0.2047886793
965	0.2047696304
970	0.2046908361
975	0.2046161256
980	0.2045704748
985	0.2044428806
990	0.2043644448
995	0.2043454471
999	0.2043046994
