iter	Passed	Remaining
542	30835	25952
543	30881	25886
544	30936	25827
545	30984	25763
546	31043	25708
547	31090	25644
548	31138	25579
549	31186	25515
550	31241	25458
551	31299	25402
552	31342	25334
553	31394	25274
554	31448	25215
555	31500	25154
556	31545	25088
557	31599	25030
558	31642	24963
559	31697	24905
560	31744	24841
561	31797	24781
562	31859	24729
563	31913	24670
564	31965	24610
565	32017	24550
566	32065	24487
567	32122	24431
568	32176	24372
569	32225	24310
570	32285	24256
571	32334	24194
572	32392	24138
573	32446	24080
574	32497	24020
575	32552	23962
576	32601	23900
577	32646	23835
578	32700	23776
579	32760	23723
580	32817	23667
581	32869	23607
582	32920	23546
583	32979	23492
584	33025	23428
585	33069	23363
586	33123	23305
587	33180	23248
588	33228	23186
589	33283	23128
590	33339	23072
591	33385	23009
592	33446	22955
593	33499	22897
594	33549	22836
595	33607	22780
596	33668	22727
597	33727	22673
598	33778	22612
599	33843	22562
600	33898	22505
601	33944	22441
602	34013	22393
603	34072	22338
604	34131	22284
605	34195	22232
606	34267	22186
607	34312	22122
608	34367	22065
609	34420	22006
610	34466	21943
611	34517	21883
612	34582	21832
613	34645	21780
614	34701	21723
615	34757	21666
616	34819	21613
617	34875	21557
618	34930	21500
619	35015	21460
620	35068	21402
621	35118	21342
622	35173	21285
623	35247	21238
624	35306	21183
625	35371	21132
626	35426	21075
627	35479	21016
628	35526	20954
629	35586	20899
630	35635	20839
631	35695	20784
632	35744	20723
633	35791	20661
634	35847	20605
635	35905	20549
636	35964	20494
637	36026	20441
638	36075	20380
639	36135	20326
640	36187	20267
641	36253	20216
642	36309	20159
643	36362	20101
644	36421	20046
645	36473	19987
646	36527	19929
647	36576	19868
648	36633	19812
649	36699	19761
650	36761	19707
651	36817	19651
652	36870	19592
653	36929	19537
654	36994	19485
655	37052	19429
656	37114	19376
657	37173	19321
658	37226	19263
659	37284	19207
660	37344	19152
661	37400	19095
662	37464	19042
663	37519	18985
664	37583	18933
665	37644	18878
666	37690	18816
667	37743	18758
668	37788	18696
669	37846	18640
670	37899	18582
671	37956	18526
672	38001	18464
673	38058	18408
674	38110	18349
675	38177	18298
676	38236	18242
677	38278	18179
678	38335	18123
679	38401	18071
680	38446	18009
681	38504	17953
682	38563	17898
683	38610	17837
684	38669	17782
685	38717	17721
686	38774	17665
687	38834	17611
688	38887	17552
689	38940	17495
690	38992	17436
691	39036	17374
692	39080	17312
693	39129	17253
694	39182	17195
695	39239	17139
696	39293	17081
697	39347	17024
698	39401	16966
699	39458	16910
700	39528	16860
701	39584	16803
702	39649	16751
703	39696	16690
704	39743	16630
705	39792	16570
706	39842	16511
707	39886	16450
708	39939	16392
709	39991	16334
710	40051	16279
711	40100	16220
712	40153	16162
713	40194	16100
714	40239	16039
715	40286	15979
716	40336	15920
717	40392	15864
718	40440	15804
719	40493	15747
720	40552	15692
721	40612	15637
722	40667	15580
723	40715	15521
724	40763	15461
725	40813	15403
726	40864	15345
727	40915	15286
728	40967	15229
729	41018	15171
730	41076	15115
731	41134	15060
732	41190	15003
733	41227	14940
734	41279	14882
735	41332	14825
736	41381	14767
737	41435	14710
738	41480	14650
739	41522	14588
740	41592	14537
741	41638	14478
742	41684	14418
743	41737	14361
744	41788	14303
745	41850	14249
746	41897	14190
747	41945	14131
748	42000	14074
749	42047	14015
750	42103	13959
751	42153	13901
752	42205	13844
753	42256	13786
754	42317	13732
755	42382	13679
756	42436	13622
757	42484	13563
758	42536	13506
759	42605	13454
760	42658	13397
761	42704	13338
762	42754	13280
763	42818	13226
764	42859	13166
765	42917	13110
766	42974	13054
767	43028	12998
768	43084	12942
769	43134	12884
770	43184	12826
771	43226	12766
772	43270	12706
773	43314	12647
774	43358	12587
775	43409	12530
776	43457	12472
777	43508	12414
778	43553	12355
779	43606	12299
780	43652	12240
781	43702	12183
782	43768	12129
783	43822	12073
784	43873	12016
785	43922	11958
786	43977	11902
787	44035	11847
788	44079	11788
789	44126	11729
790	44179	11673
791	44224	11614
792	44274	11557
793	44322	11499
794	44420	11454
795	44486	11400
796	44540	11344
797	44594	11288
798	44645	11231
799	44700	11175
800	44750	11117
801	44808	11062
802	44868	11007
803	44935	10954
804	44986	10897
805	45044	10841
806	45091	10783
807	45140	10726
808	45198	10671
809	45262	10617
810	45328	10563
811	45375	10505
812	45430	10449
813	45472	10390
814	45528	10334
815	45583	10278
816	45632	10221
817	45679	10163
818	45741	10109
819	45791	10051
820	45846	9995
821	45893	9938
822	45945	9881
823	45996	9824
824	46051	9768
825	46106	9712
826	46161	9656
827	46212	9599
828	46267	9543
829	46313	9485
830	46367	9429
831	46433	9375
832	46487	9319
833	46545	9264
834	46591	9206
835	46641	9149
836	46685	9091
837	46753	9038
838	46815	8983
839	46876	8928
840	46930	8872
841	46985	8816
842	47042	8761
843	47093	8704
844	47150	8648
845	47203	8592
846	47249	8535
847	47294	8477
848	47351	8421
849	47404	8365
850	47461	8309
851	47508	8252
852	47574	8198
853	47623	8141
854	47681	8086
855	47725	8028
856	47783	7973
857	47835	7916
858	47896	7861
859	47953	7806
860	48006	7750
861	48054	7693
862	48103	7636
863	48154	7579
864	48212	7524
865	48275	7469
866	48321	7412
867	48380	7357
868	48428	7300
869	48476	7243
870	48525	7186
871	48573	7130
872	48640	7075
873	48695	7020
874	48747	6963
875	48813	6909
876	48881	6855
877	48988	6807
878	49035	6749
879	49110	6696
880	49188	6644
881	49288	6594
882	49431	6549
883	49528	6499
884	49595	6444
885	49666	6390
886	49739	6336
887	49823	6284
888	49890	6229
889	49944	6172
890	50036	6121
891	50146	6071
892	50250	6021
893	50346	5969
894	50438	5917
895	50518	5863
896	50615	5812
897	50704	5759
898	50812	5708
899	50892	5654
900	50971	5600
901	51019	5543
902	51085	5487
903	51142	5431
904	51196	5374
905	51260	5318
906	51316	5261
907	51364	5204
908	51417	5147
909	51474	5090
910	51528	5034
911	51583	4977
912	51656	4922
913	51707	4865
914	51774	4809
915	51827	4752
916	51875	4695
917	51931	4638
918	52017	4584
919	52109	4531
920	52197	4477
921	52305	4424
922	52363	4368
923	52452	4314
924	52506	4257
925	52556	4199
926	52606	4142
927	52677	4087
928	52733	4030
929	52779	3972
930	52829	3915
931	52886	3858
932	52937	3801
933	53000	3745
934	53058	3688
935	53115	3631
936	53174	3575
937	53221	3517
938	53275	3460
939	53329	3404
940	53392	3347
941	53451	3291
942	53514	3234
943	53573	3178
944	53628	3121
945	53690	3064
946	53751	3008
947	53823	2952
948	53869	2895
949	53927	2838
950	53985	2781
951	54036	2724
952	54084	2667
953	54141	2610
954	54198	2553
955	54251	2496
956	54315	2440
957	54362	2383
958	54420	2326
959	54466	2269
960	54522	2212
961	54577	2155
962	54632	2099
963	54680	2041
964	54737	1985
965	54788	1928
966	54840	1871
967	54894	1814
968	54942	1757
969	54994	1700
970	55054	1644
971	55110	1587
972	55166	1530
973	55221	1474
974	55274	1417
975	55336	1360
976	55385	1303
977	55438	1247
978	55501	1190
979	55554	1133
980	55617	1077
981	55659	1020
982	55711	963
983	55770	906
984	55827	850
985	55897	793
986	55953	736
987	56014	680
988	56082	623
989	56137	567
990	56189	510
991	56250	453
992	56302	396
993	56370	340
994	56428	283
995	56497	226
996	56555	170
997	56614	113
998	56668	56
999	56735	0
